,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date
206,150229,INF251K01EI4,-,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,27.1516,24-May-2023
207,150231,INF251K01EJ2,INF251K01EK0,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,10.2420,24-May-2023
208,150228,INF251K01EL8,INF251K01EM6,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,10.2858,24-May-2023
209,150236,INF251K01GU4,INF251K01GV2,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,10.6702,24-May-2023
210,150237,INF251K01GP4,-,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,24.7540,24-May-2023
211,150238,INF251K01GQ2,INF251K01GR0,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,10.3203,24-May-2023
212,150239,INF251K01GS8,INF251K01GT6,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,10.4742,24-May-2023
213,150233,INF251K01EU9,INF251K01EV7,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,10.4420,24-May-2023
214,150235,INF251K01EP9,-,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,23.4613,24-May-2023
215,150234,INF251K01EQ7,INF251K01ER5,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,10.2741,24-May-2023
216,150232,INF251K01ES3,INF251K01ET1,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,10.3633,24-May-2023
217,126685,INF760K01HB2,-,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,19.9521,24-May-2023
218,126686,INF760K01HC0,INF760K01HD8,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),12.3877,24-May-2023
219,126687,INF760K01GY6,-,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,18.8761,24-May-2023
220,126688,INF760K01GZ3,INF760K01HA4,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),11.7187,24-May-2023
221,144646,INF740KA1KE8,-,DSP Corporate Bond Fund - Direct - Growth,13.9140,24-May-2023
222,144647,INF740KA1KF5,INF740KA1KG3,DSP Corporate Bond Fund - Direct - IDCW,11.3611,24-May-2023
223,144651,INF740KA1KH1,INF740KA1KI9,DSP Corporate Bond Fund - Direct - IDCW - Monthly,10.4958,24-May-2023
224,144648,INF740KA1KJ7,INF740KA1KK5,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,11.3551,24-May-2023
225,144644,INF740KA1JX0,-,DSP Corporate Bond Fund - Regular - Growth,13.7499,24-May-2023
226,144650,INF740KA1JY8,INF740KA1JZ5,DSP Corporate Bond Fund - Regular - IDCW,11.3371,24-May-2023
227,144645,INF740KA1KA6,INF740KA1KB4,DSP Corporate Bond Fund - Regular - IDCW - Monthly,10.4762,24-May-2023
228,144649,INF740KA1KC2,INF740KA1KD0,DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,10.7106,24-May-2023
229,118569,INF090I01FW8,-,Franklin India Corporate Debt Fund - Direct - GROWTH,90.6513,24-May-2023
230,100528,INF090I01DG6,-,Franklin India Corporate Debt Fund - Growth,84.6811,24-May-2023
231,100527,INF090I01DH4,INF090I01DI2,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,16.3827,24-May-2023
232,118570,INF090I01FX6,INF090I01FY4,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,18.3204,24-May-2023
233,118573,INF090I01FU2,INF090I01FV0,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,14.6882,24-May-2023
234,118571,INF090I01FQ0,INF090I01FR8,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,16.5467,24-May-2023
235,118572,INF090I01FS6,INF090I01FT4,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,13.6890,24-May-2023
236,100531,INF090I01DN2,INF090I01DO0,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.8231,24-May-2023
237,100529,INF090I01DJ0,INF090I01DK8,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,14.8580,24-May-2023
238,100530,INF090I01DL6,INF090I01DM4,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,12.2317,24-May-2023
239,113070,INF179K01DC2,-,HDFC Corporate Bond Fund - Growth Option,27.6519,24-May-2023
240,118987,INF179K01XD8,-,HDFC Corporate Bond Fund - Growth Option - Direct Plan,28.1099,24-May-2023
241,132848,INF179KA1D33,INF179KA1D25,HDFC Corporate Bond Fund - IDCW Option,17.9137,24-May-2023
242,132849,INF179KA1D17,-,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,18.3967,24-May-2023
243,113071,INF179K01DD0,INF179K01DE8,HDFC Corporate Bond Fund - Quarterly IDCW Option,10.4847,24-May-2023
244,118986,INF179K01XB2,INF179K01XC0,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,10.3249,24-May-2023
245,151000,INF917K01VZ8,INF917K01VY1,HSBC Corporate Bond Fund - Direct Annual IDCW,11.9648,24-May-2023
246,150996,INF917K01HN3,-,HSBC Corporate Bond Fund - Direct Growth,66.4822,24-May-2023
247,150998,INF917K01HP8,INF917K01HO1,HSBC Corporate Bond Fund - Direct Quarterly IDCW,11.5603,24-May-2023
248,150997,INF917K01HR4,INF917K01HQ6,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,20.1450,24-May-2023
249,151001,INF917K01WB7,INF917K01WA9,HSBC Corporate Bond Fund - Regular Annual IDCW,11.7879,24-May-2023
250,150992,INF917K01AH0,-,HSBC Corporate Bond Fund - Regular Growth,62.8590,24-May-2023
251,150993,INF917K01AF4,INF917K01AG2,HSBC Corporate Bond Fund - Regular Quarterly IDCW,11.2074,24-May-2023
252,150994,INF917K01AI8,INF917K01AJ6,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,17.0048,24-May-2023
253,150995,INF917K01AK4,-,HSBC Corporate Bond Fund -Regular Plan - Bonus,23.8773,24-May-2023
254,120692,INF109K016B1,-,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,26.4319,24-May-2023
255,120697,INF109K017B9,INF109K018B7,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2904,24-May-2023
256,120694,INF109K019B5,INF109K012C8,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15.1856,24-May-2023
257,111987,INF109K01CQ1,-,ICICI Prudential Corporate Bond Fund - Growth,25.3520,24-May-2023
258,111991,INF109K01SK0,INF109K01CT5,ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.4446,24-May-2023
259,111992,INF109K01SN4,INF109K01SO2,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,10.9855,24-May-2023
260,106179,INF205K01QX3,INF205K01QY1,Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),1676.773,24-May-2023
261,120500,INF205K01RA9,INF205K01RB7,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),1240.4537,24-May-2023
262,120499,INF205K01RD3,INF205K01RE1,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),2887.2891,24-May-2023
263,120497,INF205K01RF8,-,Invesco India Corporate Bond Fund - Direct Plan - Growth,2886.3746,24-May-2023
264,120496,INF205K01RG6,INF205K01RH4,Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1263.0898,24-May-2023
265,120501,INF205K01RI2,INF205K01RJ0,Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),1169.9918,24-May-2023
266,116109,INF205K01RK8,INF205K01RL6,Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),2849.9727,24-May-2023
267,106177,INF205K01RM4,-,Invesco India Corporate Bond Fund - Growth,2715.0009,24-May-2023
268,106171,INF205K01RN2,INF205K01RO0,Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),1556.1487,24-May-2023
269,106172,INF205K01RP7,INF205K01RQ5,Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),1167.9092,24-May-2023
270,133791,INF178L01BY0,-,Kotak Corporate Bond Fund- Direct Plan- Growth Option,3331.5413,24-May-2023
271,133792,INF178L01BZ7,-,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1075.2902,24-May-2023
272,133782,INF178L01BO1,-,Kotak Corporate Bond Fund- Regular Plan-Growth Option,3213.1532,24-May-2023
273,133787,INF178L01BQ6,INF178L01BP8,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1046.721,24-May-2023
274,148755,INF769K01HD9,-,Mirae Asset Corporate Bond Fund Direct Growth Plan,11.1010,24-May-2023
275,148756,INF769K01HC1,INF769K01HE7,Mirae Asset Corporate Bond Fund Direct IDCW,11.0995,24-May-2023
276,148757,INF769K01HA5,-,Mirae Asset Corporate Bond Fund Regular Growth,10.9936,24-May-2023
277,148758,INF769K01GZ4,INF769K01HB3,Mirae Asset Corporate Bond Fund Regular IDCW,10.9934,24-May-2023
278,109472,-,INF204K01EG7,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959,24-May-2023
279,118808,-,INF204K01C23,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959,24-May-2023
280,125266,INF204KA1EO9,INF204KA1EP6,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,16.8264,24-May-2023
281,118809,INF204K01C56,INF204K01C64,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.6559,24-May-2023
282,118811,INF204K01C72,INF204K01C80,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.1368,24-May-2023
283,118812,INF204K01C31,INF204K01C49,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.0998,24-May-2023
284,118807,INF204K01D63,-,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,37.9118,24-May-2023
285,118814,INF204K01C15,-,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,53.1012,24-May-2023
286,100859,INF204KA12N8,-,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,36.4125,24-May-2023
287,100856,INF204K01EF9,-,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,50.9843,24-May-2023
288,125267,INF204KA1EM3,INF204KA1EN1,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,16.3340,24-May-2023
289,100857,INF204K01EJ1,INF204K01EK9,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.5334,24-May-2023
290,100858,INF204K01EL7,INF204K01EM5,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9877,24-May-2023
291,109473,INF204K01EH5,INF204K01EI3,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.0997,24-May-2023
292,138317,INF223J01CY6,INF223J01CZ3,PGIM India Corporate Bond Fund - Annual Dividend,10.4187,24-May-2023
293,138329,INF223J01OM6,-,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,15.8014,24-May-2023
294,138330,INF223J01OO2,-,PGIM India Corporate Bond Fund - Direct Plan - Growth,40.8678,24-May-2023
295,138331,INF223J01OP9,-,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.1386,24-May-2023
296,138332,INF223J01OR5,INF223J01OS3,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.1509,24-May-2023
297,138318,INF223J01DB2,-,PGIM India Corporate Bond Fund - Growth,37.2486,24-May-2023
298,138316,INF223J01DC0,INF223J01DD8,PGIM India Corporate Bond Fund - Monthly Dividend,13.1228,24-May-2023
299,138315,INF223J01DE6,INF223J01DF3,PGIM India Corporate Bond Fund - Quarterly Dividend,11.6498,24-May-2023
300,146215,INF200KA1YR4,-,SBI Corporate Bond Fund - Direct Plan - Growth,13.5544,24-May-2023
301,146212,INF200KA1YS2,INF200KA1YT0,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.7939,24-May-2023
302,146216,INF200KA1YU8,INF200KA1YV6,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),13.1767,24-May-2023
303,146207,INF200KA1YM5,-,SBI Corporate Bond Fund - Regular Plan - Growth,13.2790,24-May-2023
304,146208,INF200KA1YN3,INF200KA1YO1,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.5329,24-May-2023
305,146210,INF200KA1YP8,INF200KA1YQ6,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.9021,24-May-2023
306,119628,-,INF903J01PD9,Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.3933,11-May-2023
307,119631,INF903J01OX0,INF903J01OZ5,Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),16.0115,24-May-2023
308,119621,INF903J01NR4,-,Sundaram Corporate Bond Fund Direct Plan - Growth,35.3771,24-May-2023
309,119624,INF903J01OW2,INF903J01OY8,Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),16.0668,24-May-2023
310,119622,INF903J01NS2,INF903J01NT0,Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),16.0127,24-May-2023
311,119630,INF903J01NU8,INF903J01NV6,Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.7951,24-May-2023
312,100788,INF903J01IA0,INF903J01IE2,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.5983,24-May-2023
313,100787,INF903J01HZ9,INF903J01ID4,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),16.0157,24-May-2023
314,100785,INF903J01HX4,INF903J01IB8,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.2040,24-May-2023
315,100786,INF903J01HY2,INF903J01IC6,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.3396,24-May-2023
316,100789,INF903J01HW6,-,Sundaram Corporate Bond Fund Regular Plan- Growth,34.3757,24-May-2023
317,149361,INF277KA1224,-,Tata Corporate Bond Fund-Direct Plan-Growth,10.6887,24-May-2023
318,149364,INF277KA1240,-,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,10.6887,24-May-2023
319,149357,-,INF277KA1273,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,10.6887,24-May-2023
320,149355,INF277KA1232,-,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,10.6887,24-May-2023
321,149356,-,INF277KA1265,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,10.6887,24-May-2023
322,149362,INF277KA1257,-,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,10.6887,24-May-2023
323,149358,-,INF277KA1281,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,10.6887,24-May-2023
324,149351,INF277KA1299,-,Tata Corporate Bond Fund-Regular Plan-Growth,10.5888,24-May-2023
325,149353,INF277KA1315,-,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,10.5888,24-May-2023
326,149363,-,INF277KA1349,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,10.5888,24-May-2023
327,149360,INF277KA1307,-,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,10.5888,24-May-2023
328,149352,-,INF277KA1331,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,10.5888,24-May-2023
329,149354,INF277KA1323,-,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,10.5888,24-May-2023
330,149359,-,INF277KA1356,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,10.5888,24-May-2023
331,151320,INF0GCD01560,-,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1029.3549,24-May-2023
332,151321,INF0GCD01586,INF0GCD01578,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1029.5283,24-May-2023
333,151322,INF0GCD01537,-,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1027.9467,24-May-2023
334,151319,INF0GCD01552,INF0GCD01545,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1027.9513,24-May-2023
335,143241,INF582M01DU5,-,Union Corporate Bond Fund - Direct Plan - Growth Option,13.2901,24-May-2023
336,143242,INF582M01DW1,INF582M01DV3,Union Corporate Bond Fund - Direct Plan - IDCW Option,13.2901,24-May-2023
337,143239,INF582M01DY7,-,Union Corporate Bond Fund - Regular Plan - Growth Option,13.0780,24-May-2023
338,143240,INF582M01EA5,INF582M01DZ4,Union Corporate Bond Fund - Regular Plan - IDCW Option,13.0780,24-May-2023
339,144344,INF789F1A587,INF789F1A595,UTI Corporate Bond Fund - Direct Plan - Annual IDCW,12.3019,24-May-2023
340,144341,INF789F1A603,INF789F1A611,UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,12.5312,24-May-2023
341,144339,INF789F1A538,-,UTI Corporate Bond Fund - Direct Plan - Growth Option,14.2176,24-May-2023
342,144340,INF789F1A561,INF789F1A579,UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,12.1486,24-May-2023
343,144346,INF789F1A546,INF789F1A553,UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,12.4348,24-May-2023
344,144337,INF789F1A496,INF789F1A504,UTI Corporate Bond Fund - Regular Plan - Annual IDCW,12.1005,24-May-2023
345,144338,INF789F1A512,INF789F1A520,UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,12.3297,24-May-2023
346,144345,INF789F1A447,-,UTI Corporate Bond Fund - Regular Plan - Growth Option,14.0022,24-May-2023
347,144343,INF789F1A470,INF789F1A488,UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,11.8308,24-May-2023
348,144342,INF789F1A454,INF789F1A462,UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,12.1757,24-May-2023
349,134385,INF209KA1K96,INF209KA1L04,Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,12.1563,24-May-2023
350,134388,INF209KA1L12,-,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,19.022,24-May-2023
351,134387,INF209KA1K88,-,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,19.0227,24-May-2023
352,134386,INF209KA1K54,INF209KA1K62,Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,11.2885,24-May-2023
353,134384,INF209KA1K70,-,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,17.7004,23-May-2023
354,134383,INF209KA1K47,-,Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,17.683,24-May-2023
355,130314,INF846K01PJ5,-,Axis Credit Risk Fund - Direct Plan - Growth,20.1034,24-May-2023
356,130312,INF846K01PM9,INF846K01PN7,Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.1493,24-May-2023
357,130311,INF846K01PK3,INF846K01PL1,Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.2922,24-May-2023
358,130309,INF846K01PO5,-,Axis Credit Risk Fund - Regular Plan - Growth,18.2661,24-May-2023
359,130313,INF846K01PR8,INF846K01PS6,Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.1315,24-May-2023
360,130310,INF846K01PP2,INF846K01PQ0,Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1654,24-May-2023
361,140608,INF194KA1W05,INF194KA1W13,BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,10.2474,24-May-2023
362,140609,INF194KA1W39,-,BANDHAN Credit Risk Fund - Regular Plan Growth,14.2761,24-May-2023
363,140611,INF194KA1V71,INF194KA1V89,BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,10.3139,17-May-2023
364,140612,INF194KA1V14,INF194KA1V22,BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,11.0860,24-May-2023
365,140607,INF194KA1V48,INF194KA1V55,BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,10.4377,24-May-2023
366,140610,INF194KA1X38,INF194KA1X46,BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,10.3165,24-May-2023
367,140603,INF194KA1X61,-,BANDHAN Credit Risk Fund-Direct Plan-Growth,15.1770,24-May-2023
368,140606,INF194KA1W47,INF194KA1W54,BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,11.1058,24-May-2023
369,140604,INF194KA1W70,INF194KA1W88,BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,10.6036,24-May-2023
370,133868,INF761K01DG8,-,BANK OF INDIA Credit Risk  Fund - Direct Plan,10.9695,24-May-2023
371,133867,INF761K01DH6,-,BANK OF INDIA Credit Risk Fund - Regular Plan,10.7838,24-May-2023
372,133520,INF955L01FZ9,-,Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,14.0276,24-May-2023
373,133524,INF955L01GA0,-,Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.6380,24-May-2023
374,133488,INF955L01FR6,-,Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,20.4057,24-May-2023
375,133486,INF955L01FP0,-,Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,18.8463,24-May-2023
376,133517,INF955L01FU0,-,Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3719,24-May-2023
377,133518,INF955L01FV8,-,Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.8533,24-May-2023
378,148333,INF955L01IT6,-,Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0,24-May-2023
379,148334,INF955L01IW0,INF955L01IX8,Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,0,24-May-2023
380,148330,INF955L01IO7,-,Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,0,24-May-2023
381,148331,INF955L01IR0,INF955L01IS8,Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,0,24-May-2023
382,148332,INF955L01IP4,INF955L01IQ2,Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,0,24-May-2023
383,148335,INF955L01IU4,INF955L01IV2,Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,0,24-May-2023
384,119084,INF740K01OV8,INF740K01OW6,DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,10.7906,24-May-2023
385,119082,INF740K01OS4,-,DSP Credit Risk Fund - Direct Plan - Growth,37.4161,24-May-2023
386,119083,INF740K01OT2,INF740K01OU0,DSP Credit Risk Fund - Direct Plan - IDCW,11.7491,24-May-2023
387,119087,-,INF740KA1NX2,DSP Credit Risk Fund - Direct Plan - IDCW - Daily,10.2502,24-May-2023
388,119085,INF740K01OX4,INF740K01OY2,DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ,11.1658,24-May-2023
